round,client_id,reputation,malicious
1,0,0.8175269744760632,0
1,1,1.0,0
1,2,1.0,0
1,3,1.0,1
1,4,1.0,0
1,5,1.0,0
1,6,1.0,0
1,7,0.8096256331574545,0
1,8,1.0,0
1,9,1.0,0
1,10,1.0,0
1,11,1.0,0
1,12,1.0,0
1,13,0.65,1
1,14,1.0,0
1,15,0.65,0
1,16,1.0,1
1,17,1.0,1
1,18,1.0,0
1,19,1.0,0
2,0,0.8175269744760632,0
2,1,1.0,0
2,2,1.0,0
2,3,1.0,1
2,4,1.0,0
2,5,1.0,0
2,6,1.0,0
2,7,0.8096256331574545,0
2,8,1.0,0
2,9,1.0,0
2,10,1.0,0
2,11,0.7827806746389312,0
2,12,1.0,0
2,13,0.42250000000000004,1
2,14,1.0,0
2,15,0.42250000000000004,0
2,16,1.0,1
2,17,1.0,1
2,18,1.0,0
2,19,0.7817351281401271,0
3,0,0.8175269744760632,0
3,1,1.0,0
3,2,1.0,0
3,3,1.0,1
3,4,0.65,0
3,5,1.0,0
3,6,1.0,0
3,7,0.8096256331574545,0
3,8,1.0,0
3,9,1.0,0
3,10,1.0,0
3,11,0.7827806746389312,0
3,12,1.0,0
3,13,0.27462500000000006,1
3,14,1.0,0
3,15,0.42250000000000004,0
3,16,1.0,1
3,17,1.0,1
3,18,1.0,0
3,19,0.7817351281401271,0
4,0,0.8175269744760632,0
4,1,1.0,0
4,2,1.0,0
4,3,0.65,1
4,4,0.65,0
4,5,1.0,0
4,6,1.0,0
4,7,0.5262566615523454,0
4,8,1.0,0
4,9,0.7310770640529174,0
4,10,1.0,0
4,11,0.5828828699955245,0
4,12,1.0,0
4,13,0.27462500000000006,1
4,14,1.0,0
4,15,0.42250000000000004,0
4,16,0.8188780642192384,1
4,17,1.0,1
4,18,0.8228883212061611,0
4,19,0.7817351281401271,0
5,0,0.82665062575226,0
5,1,1.0,0
5,2,1.0,0
5,3,0.65,1
5,4,0.42250000000000004,0
5,5,1.0,0
5,6,1.0,0
5,7,0.34206683000902455,0
5,8,1.0,0
5,9,0.7310770640529174,0
5,10,1.0,0
5,11,0.5828828699955245,0
5,12,1.0,0
5,13,0.3108937500000001,1
5,14,1.0,0
5,15,0.42250000000000004,0
5,16,0.8188780642192384,1
5,17,1.0,1
5,18,0.8228883212061611,0
5,19,0.7926483717331207,0
6,0,0.82665062575226,0
6,1,1.0,0
6,2,1.0,0
6,3,0.42250000000000004,1
6,4,0.27462500000000006,0
6,5,1.0,0
6,6,1.0,0
6,7,0.3749634885085733,0
6,8,1.0,0
6,9,0.7310770640529174,0
6,10,1.0,0
6,11,0.6037387264957483,0
6,12,1.0,0
6,13,0.249804973269999,1
6,14,1.0,0
6,15,0.451375,0
6,16,0.8188780642192384,1
6,17,1.0,1
6,18,0.8317439051458531,0
6,19,0.8030159531464647,0
7,0,0.537322906738969,0
7,1,1.0,0
7,2,1.0,0
7,3,0.27462500000000006,1
7,4,0.27462500000000006,0
7,5,1.0,0
7,6,1.0,0
7,7,0.3749634885085733,0
7,8,1.0,0
7,9,0.7445232108502715,0
7,10,1.0,0
7,11,0.623551790170961,0
7,12,0.8128030353269922,0
7,13,0.249804973269999,1
7,14,1.0,0
7,15,0.47880625000000004,0
7,16,0.8188780642192384,1
7,17,1.0,1
7,18,0.8317439051458531,0
7,19,0.8030159531464647,0
8,0,0.537322906738969,0
8,1,0.7948793301051388,0
8,2,1.0,0
8,3,0.27462500000000006,1
8,4,0.27462500000000006,0
8,5,0.7839936482378812,0
8,6,1.0,0
8,7,0.3749634885085733,0
8,8,1.0,0
8,9,0.757297050307758,0
8,10,1.0,0
8,11,0.6423742006624129,0
8,12,0.8221628835606426,0
8,13,0.19768883238809704,1
8,14,1.0,0
8,15,0.31122406250000006,0
8,16,0.8188780642192384,1
8,17,0.7138050368461146,1
8,18,0.8317439051458531,0
8,19,0.5219603695452021,0
9,0,0.5604567614020205,0
9,1,0.5166715645683402,0
9,2,0.8248842409994671,0
9,3,0.27462500000000006,1
9,4,0.27462500000000006,0
9,5,0.7839936482378812,0
9,6,1.0,0
9,7,0.2759110814312779,0
9,8,1.0,0
9,9,0.757297050307758,0
9,10,1.0,0
9,11,0.6423742006624129,0
9,12,0.8221628835606426,0
9,13,0.2378043907686922,1
9,14,1.0,0
9,15,0.22963235885930347,0
9,16,0.8279341610082764,1
9,17,0.4639732739499745,1
9,18,0.8401567098885604,0
9,19,0.5219603695452021,0
10,0,0.5824339233319195,0
10,1,0.5166715645683402,0
10,2,0.8336400289494937,0
10,3,0.27462500000000006,1
10,4,0.17850625000000006,0
10,5,0.7839936482378812,0
10,6,1.0,0
10,7,0.2759110814312779,0
10,8,1.0,0
10,9,0.6144154344944086,0
